Havaintoasema,Asemakoodi,Latitudi (desimaaliasteita),Longitudi (desimaaliasteita),Alkuhetki,Loppuhetki,Datan luontihetki
Espoo Tapiola,874863,60.17797,24.78743,2020-07-24T00:00:00.000Z,2020-07-25T09:10:00.000Z,2020-08-04T19:44:04.121Z
