Havaintoasema,Asemakoodi,Latitudi (desimaaliasteita),Longitudi (desimaaliasteita),Alkuhetki,Loppuhetki,Datan luontihetki
Espoo Nuuksio,852678,60.29128,24.56782,2020-07-24T00:00:00.000Z,2020-07-25T00:00:00.000Z,2020-07-25T21:20:58.543Z
